,track name,artist,popularity,track id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,valence,mode,uri
512,Still Want You,Brandon Flowers,23,1tRaLaOOJE9sJi4E69ZiQo,0.944,0.257,86.775,0.144,0.229,0.0,0.495,10,191280,-2.275,0.623,1,spotify:track:1tRaLaOOJE9sJi4E69ZiQo
513,Dreams Come True,Brandon Flowers,19,0Rt2JxniDeQzleaQE6m9ke,0.88,0.322,127.952,0.0396,0.000944,0.00875,0.567,7,243867,-3.314,0.483,1,spotify:track:0Rt2JxniDeQzleaQE6m9ke
514,A Matter Of Time,The Killers,40,6LYNOWzGwVZmi64kwtWLx7,0.923,0.1,141.786,0.081,0.00176,0.182,0.339,11,251573,-5.259,0.228,0,spotify:track:6LYNOWzGwVZmi64kwtWLx7
515,Sugar for the Pill,Slowdive,58,0GN3fXUdsTHeUg50xfDS0V,0.545,0.113,98.014,0.0243,0.207,0.797,0.533,7,270918,-7.681,0.419,1,spotify:track:0GN3fXUdsTHeUg50xfDS0V
516,Star Roving,Slowdive,54,6oeABvJGU7Oztzd3CiSv0l,0.932,0.293,143.927,0.0506,0.0733,0.725,0.326,9,338869,-4.909,0.397,1,spotify:track:6oeABvJGU7Oztzd3CiSv0l
517,Need 2 - Audiotree Live Version,Pinegrove,39,63qNfpSf9I7qaechgfFfox,0.557,0.0859,76.512,0.0276,0.00266,0.609,0.315,4,188615,-9.176,0.227,1,spotify:track:63qNfpSf9I7qaechgfFfox
518,The Way It Was,The Killers,53,0x4rW5jv6fkKweBgjE5O8F,0.8,0.0738,105.993,0.0246,0.0104,1.73e-05,0.661,1,231160,-4.998,0.51,0,spotify:track:0x4rW5jv6fkKweBgjE5O8F
519,Here With Me,The Killers,52,3285RNj9TGVvWlP8tYojDH,0.731,0.158,135.97,0.0311,0.193,0.000451,0.501,10,292320,-4.535,0.113,1,spotify:track:3285RNj9TGVvWlP8tYojDH
520,Flesh And Bone,The Killers,47,2NiKqnDaUJHq8l67t4509u,0.921,0.395,124.439,0.0354,0.00637,9.09e-05,0.581,7,239333,-4.454,0.438,0,spotify:track:2NiKqnDaUJHq8l67t4509u
521,Heart Of A Girl,The Killers,40,0E9HjozMA5x8YjrQ7bJFOm,0.548,0.0982,92.77,0.0366,0.292,0.00022,0.381,7,274267,-7.37,0.455,1,spotify:track:0E9HjozMA5x8YjrQ7bJFOm
522,Runaways,The Killers,57,62BxlOvQCjLNQA5ARA4Dug,0.837,0.0855,121.749,0.0407,0.00114,0.00693,0.414,1,243787,-4.043,0.199,1,spotify:track:62BxlOvQCjLNQA5ARA4Dug
523,Battle Born,The Killers,47,52IbZOn3hSl8OVDms3j78h,0.673,0.105,155.325,0.0432,0.00715,0.000405,0.261,6,313800,-5.638,0.12,1,spotify:track:52IbZOn3hSl8OVDms3j78h
524,Miss Atomic Bomb,The Killers,54,1XsS266JiQtoqqLdlgD17V,0.733,0.253,132.956,0.0317,0.0273,2.09e-05,0.56,10,293507,-7.094,0.331,1,spotify:track:1XsS266JiQtoqqLdlgD17V
525,The Rising Tide,The Killers,41,53OlXMrUJS87LVW2YZ35zx,0.861,0.324,138.058,0.0321,0.00333,0.0,0.515,10,257267,-5.17,0.221,0,spotify:track:53OlXMrUJS87LVW2YZ35zx
526,Be Still,The Killers,50,1B5tiGNcOHERcXcBHiL6Xs,0.254,0.0937,143.941,0.0324,0.588,1.36e-05,0.544,3,273240,-8.981,0.0384,1,spotify:track:1B5tiGNcOHERcXcBHiL6Xs
527,Deadlines And Commitments,The Killers,40,5qvMfYPAXfxQWDTcSS1YZe,0.722,0.231,104.986,0.0295,0.0724,0.000174,0.675,8,262120,-5.744,0.44,1,spotify:track:5qvMfYPAXfxQWDTcSS1YZe
528,Easier To Lie,Aqualung,24,6Jny7L4EGfV0IniwbkOhHm,0.54,0.189,146.391,0.0318,0.478,0.0151,0.389,11,194227,-7.222,0.24,1,spotify:track:6Jny7L4EGfV0IniwbkOhHm
529,Champions League Theme,Champions League Orchestra,50,0a9gVY9ogJKX24YajcBmS6,0.205,0.0575,124.554,0.0359,0.113,0.13,0.368,7,183453,-12.563,0.0567,1,spotify:track:0a9gVY9ogJKX24YajcBmS6
530,Pixie Oaks,Mutemath,12,7uBpxkltFMqrLUr4yopPE7,0.757,0.414,118.968,0.042,0.0476,3.37e-06,0.619,4,269723,-5.323,0.708,0,spotify:track:7uBpxkltFMqrLUr4yopPE7
531,Sweet Disposition - Bootleg,The Temper Trap,30,4gDasFX3JD48SlOoKSQY1C,0.807,0.082,123.972,0.0364,0.00144,0.0015,0.603,9,294006,-6.087,0.654,0,spotify:track:4gDasFX3JD48SlOoKSQY1C
532,Intro,ODESZA,54,1aRtduEHwvk2AMR87ji9Tg,0.0475,0.143,59.608,0.17,0.485,0.231,0.652,9,63972,-27.987,0.607,1,spotify:track:1aRtduEHwvk2AMR87ji9Tg
533,A Moment Apart,ODESZA,63,59wlTaYOL5tDUgXnbBQ3my,0.663,0.494,120.024,0.0328,0.179,0.668,0.515,7,234244,-7.896,0.0756,0,spotify:track:59wlTaYOL5tDUgXnbBQ3my
534,Higher Ground (feat. Naomi Wild),ODESZA,64,7KT7VGnPU5QVXN3q1BOeqb,0.852,0.263,104.997,0.0521,0.0865,0.0215,0.629,1,215131,-5.094,0.415,1,spotify:track:7KT7VGnPU5QVXN3q1BOeqb
535,Boy,ODESZA,61,63yesoRJgXT5QALryYFV0X,0.686,0.0647,140.013,0.0929,0.00324,0.505,0.515,0,183680,-6.258,0.148,1,spotify:track:63yesoRJgXT5QALryYFV0X
536,Line Of Sight (feat. WYNNE & Mansionair),ODESZA,65,2WWfjbHALIb3e7FMcj9mr4,0.733,0.193,89.992,0.0693,0.0334,0.00193,0.558,8,237140,-6.65,0.173,1,spotify:track:2WWfjbHALIb3e7FMcj9mr4
537,Late Night,ODESZA,62,5Nu5Uyoauauy9LFePYL1Z3,0.628,0.193,125.043,0.0752,0.0358,0.00898,0.612,2,228155,-6.754,0.434,1,spotify:track:5Nu5Uyoauauy9LFePYL1Z3
538,Across The Room (feat. Leon Bridges),ODESZA,68,4YaNLEPw3MrIgkGOkBrAh2,0.587,0.111,82.046,0.0308,0.0155,2.05e-05,0.566,6,283538,-5.96,0.246,1,spotify:track:4YaNLEPw3MrIgkGOkBrAh2
539,Meridian,ODESZA,57,7t7SLzJtQzD8wdJqwYD3XM,0.66,0.571,90.007,0.0315,3.4e-05,0.252,0.517,5,235861,-6.175,0.0701,0,spotify:track:7t7SLzJtQzD8wdJqwYD3XM
540,Everything At Your Feet (feat. The Chamanas),ODESZA,55,3VXrpkM94UBgL4voR20tZq,0.687,0.155,86.97,0.0596,0.0381,0.0107,0.579,9,208018,-6.859,0.545,0,spotify:track:3VXrpkM94UBgL4voR20tZq
541,Just A Memory (feat. Regina Spektor),ODESZA,55,0KtzMx1GbkkPyA2TQceHoM,0.303,0.0596,120.212,0.0306,0.625,0.00136,0.446,0,236795,-7.031,0.057,1,spotify:track:0KtzMx1GbkkPyA2TQceHoM
542,Divide (feat. Kelsey Bulkin),ODESZA,58,3CvMXAVFGmfq56tvUAa9ip,0.572,0.433,85.11,0.034,0.0137,3.25e-06,0.494,0,241849,-5.688,0.229,1,spotify:track:3CvMXAVFGmfq56tvUAa9ip
543,Thin Floors And Tall Ceilings,ODESZA,56,1zyMwU1NtRDkuQWthUbGsL,0.464,0.122,139.32,0.0335,0.0335,0.962,0.218,7,178308,-9.013,0.0414,0,spotify:track:1zyMwU1NtRDkuQWthUbGsL
544,La Ciudad,ODESZA,58,4x6aawsLyPkF3aGPXGvbat,0.84,0.169,108.022,0.0453,0.00534,0.342,0.663,9,271136,-5.618,0.2,0,spotify:track:4x6aawsLyPkF3aGPXGvbat
545,Falls (feat. Sasha Sloan),ODESZA,64,6oNZ0WxqptE7V0qpjtyJ4a,0.697,0.136,160.566,0.128,0.0398,0.00011,0.294,6,232937,-6.029,0.183,1,spotify:track:6oNZ0WxqptE7V0qpjtyJ4a
546,Show Me,ODESZA,53,5k4MVfklNSMZZHB1jxvKrr,0.596,0.0835,107.756,0.045,0.00258,0.564,0.538,9,218549,-8.389,0.0483,1,spotify:track:5k4MVfklNSMZZHB1jxvKrr
547,Corners Of The Earth (feat. RY X),ODESZA,55,2pD1x1iL0gsvg7Kbhpuf8W,0.705,0.0874,119.89,0.04,0.159,0.00347,0.345,6,305349,-7.744,0.0397,0,spotify:track:2pD1x1iL0gsvg7Kbhpuf8W
548,Marching To The End,Mutemath,8,3ydUt7h5OOOwiG4HNYoxZR,0.405,0.103,129.87,0.0318,0.788,0.0357,0.242,11,369290,-7.407,0.0545,0,spotify:track:3ydUt7h5OOOwiG4HNYoxZR
549,Achilles Heel,Mutemath,8,4hKVOChSTzEtzXD1ZKrNyE,0.657,0.117,89.993,0.091,0.0235,0.147,0.63,2,398269,-7.305,0.453,0,spotify:track:4hKVOChSTzEtzXD1ZKrNyE
550,Everything's New,Mutemath,9,7H7PIkh1COXyyzam8fGeV1,0.677,0.121,93.921,0.207,0.538,0.00126,0.593,0,365581,-9.329,0.523,0,spotify:track:7H7PIkh1COXyyzam8fGeV1
551,Hit Parade,Mutemath,18,5qd7vNjgHRtRMbPwhASzaQ,0.808,0.0947,140.862,0.0444,0.0264,2.31e-06,0.253,8,315048,-4.828,0.238,1,spotify:track:5qd7vNjgHRtRMbPwhASzaQ
552,Stroll On,Mutemath,11,7maVb7GGEeV1k5IBP9fFqt,0.828,0.295,98.043,0.0834,0.0271,0.0269,0.643,9,237772,-7.015,0.428,1,spotify:track:7maVb7GGEeV1k5IBP9fFqt
553,Winter,Joshua Radin,50,4VuHWU01C36BUaN1adNi5M,0.214,0.141,170.275,0.0366,0.636,0.000362,0.258,4,203773,-15.255,0.404,1,spotify:track:4VuHWU01C36BUaN1adNi5M
554,Peace On Earth,U2,36,7iiWVxIbSWNKZBUxxt8dC5,0.513,0.0882,101.997,0.0314,0.018,0.00475,0.546,7,288240,-10.6,0.302,1,spotify:track:7iiWVxIbSWNKZBUxxt8dC5
555,Wild Honey,U2,39,0yU5K8BVb8N1UTHk2POblO,0.784,0.106,125.138,0.0287,0.00274,1.44e-05,0.565,7,226893,-7.245,0.385,1,spotify:track:0yU5K8BVb8N1UTHk2POblO
556,Firestone (feat. Conrad Sewell),Kygo,76,1I8tHoNBFTuoJAlh4hfVVE,0.652,0.077,113.055,0.052,0.408,6.63e-05,0.486,11,273684,-7.226,0.391,0,spotify:track:1I8tHoNBFTuoJAlh4hfVVE
557,Electric Feel (Kygo Remix),Henry Green,54,0toJeVTW2hHX9qYVmdOpBs,0.369,0.0704,102.01,0.0488,0.238,0.168,0.709,4,390649,-13.104,0.373,0,spotify:track:0toJeVTW2hHX9qYVmdOpBs
558,Sexual Healing - Kygo Remix,Marvin Gaye,70,7s1upm7yr7ZjrzXMwHawtG,0.68,0.0431,100.987,0.0427,0.321,0.0211,0.689,0,368317,-7.196,0.646,0,spotify:track:7s1upm7yr7ZjrzXMwHawtG
559,Wild Heart,Bleachers,53,7pK4jm4HiNaYVzL2zbQSoG,0.941,0.33,159.594,0.0415,0.318,0.0655,0.552,0,200387,-8.256,0.526,1,spotify:track:7pK4jm4HiNaYVzL2zbQSoG
560,I Can Change,Brandon Flowers,27,6t2PnfCbqojbog4ho53Jfw,0.831,0.118,131.195,0.09,0.122,6.48e-06,0.414,2,258667,-5.128,0.346,0,spotify:track:6t2PnfCbqojbog4ho53Jfw
561,You Can Cry Tomorrow,Betty Who,42,0ZYcjsB94VR5vKrF8pgFvl,0.919,0.308,106.038,0.0384,0.00539,0.0,0.619,1,232053,-3.775,0.216,1,spotify:track:0ZYcjsB94VR5vKrF8pgFvl
562,Can't Deny My Love,Brandon Flowers,27,1hQ7QP3sFDVCJQEK3ul4ci,0.845,0.111,109.845,0.0552,0.0438,0.000115,0.628,4,222413,-4.02,0.45,0,spotify:track:1hQ7QP3sFDVCJQEK3ul4ci
563,Dug My Heart,BØRNS,26,4o6LaVzeB3Ny7oQCBjT053,0.809,0.11,166.044,0.101,0.0265,6.06e-05,0.568,9,189573,-5.474,0.6,1,spotify:track:4o6LaVzeB3Ny7oQCBjT053
564,My Billie Jean,Work Drugs,12,2kgSlCcuaDcKKY5DiGhn0e,0.706,0.108,137.04,0.0266,0.492,0.0,0.594,3,198750,-8.009,0.612,0,spotify:track:2kgSlCcuaDcKKY5DiGhn0e
565,West Coast Slide,Work Drugs,12,5RGzMloJhHaBvOcetPxFbC,0.907,0.368,130.01,0.0292,0.0695,0.000205,0.645,10,244849,-5.566,0.785,1,spotify:track:5RGzMloJhHaBvOcetPxFbC
566,Runaways,Work Drugs,11,2ZiWkZq32XEYnHIsD3Ar6l,0.846,0.143,155.994,0.0413,0.228,0.742,0.547,8,206195,-6.992,0.66,1,spotify:track:2ZiWkZq32XEYnHIsD3Ar6l
567,Young Lungs,Work Drugs,11,5Db7e0XDBbelqRK0m64FuJ,0.691,0.625,106.004,0.0388,0.0114,0.0135,0.468,0,239834,-5.95,0.347,1,spotify:track:5Db7e0XDBbelqRK0m64FuJ
568,Predictable Miracles,Work Drugs,11,24x6eI2Eqmi8uc0usjq0lZ,0.434,0.152,118.016,0.0322,0.355,0.00024,0.793,3,236713,-10.446,0.693,0,spotify:track:24x6eI2Eqmi8uc0usjq0lZ
569,Digital Girl,Work Drugs,9,0nSzqe25NUg93TUhhsmYbY,0.699,0.305,126.034,0.0317,0.0202,0.000567,0.682,11,211036,-6.499,0.529,1,spotify:track:0nSzqe25NUg93TUhhsmYbY
570,American Fool,Work Drugs,10,0f5sOPI0kouU93bsypSnej,0.605,0.378,117.05,0.0317,0.23,6.72e-06,0.765,4,208237,-9.238,0.965,0,spotify:track:0f5sOPI0kouU93bsypSnej
571,Heaven or Farewell,Work Drugs,10,51ayL1IHTGbu6QFfYOX4uz,0.811,0.108,150.988,0.0344,0.455,0.0014,0.588,8,181011,-6.72,0.897,0,spotify:track:51ayL1IHTGbu6QFfYOX4uz
572,Optic Trends,Work Drugs,9,7ecJk2VP9e7V0be9rIvNot,0.504,0.0981,167.935,0.027,0.723,0.134,0.451,9,223345,-10.205,0.472,1,spotify:track:7ecJk2VP9e7V0be9rIvNot
573,Sleeper Hit,Work Drugs,26,50Xa157ZkitRGNbYbfZuTc,0.55,0.0866,113.984,0.0349,0.143,0.00173,0.712,8,293347,-9.701,0.793,0,spotify:track:50Xa157ZkitRGNbYbfZuTc
574,Method Acting,Work Drugs,25,4HAFnf9qKlK0PSzHVvf2HB,0.676,0.104,143.006,0.0291,0.221,0.00929,0.635,7,202293,-8.498,0.751,0,spotify:track:4HAFnf9qKlK0PSzHVvf2HB
575,Expats,Work Drugs,24,5FbII4g2NLA3D0wizldr55,0.529,0.299,120.977,0.0298,0.214,0.0003,0.68,9,213055,-9.98,0.606,0,spotify:track:5FbII4g2NLA3D0wizldr55
576,Roll,Work Drugs,20,7IYqGW6W7eRapxXJ4uNxgg,0.479,0.113,117.034,0.0283,0.345,0.21,0.695,8,225977,-10.301,0.541,0,spotify:track:7IYqGW6W7eRapxXJ4uNxgg
577,American Fool,Work Drugs,13,1lNeMLvWVzDD4i3ev2R9tn,0.619,0.283,117.001,0.0306,0.156,1.05e-05,0.753,4,208237,-8.541,0.96,0,spotify:track:1lNeMLvWVzDD4i3ev2R9tn
578,Tough Love,Work Drugs,13,084VIs4EhNNcJCcdyu4oUc,0.611,0.101,130.008,0.0265,0.0458,1.03e-05,0.632,0,220145,-6.938,0.666,1,spotify:track:084VIs4EhNNcJCcdyu4oUc
579,Paul,Work Drugs,19,5dOAcZo9igtB6PN12kZ3Xj,0.628,0.132,115.982,0.0271,0.0318,1.36e-05,0.659,9,245560,-7.139,0.796,1,spotify:track:5dOAcZo9igtB6PN12kZ3Xj
580,Perfect Strangers,Work Drugs,14,2oMRujT763rzCRKwdYkaB3,0.814,0.46,143.985,0.0383,0.000168,0.429,0.586,11,250147,-5.757,0.725,0,spotify:track:2oMRujT763rzCRKwdYkaB3
581,Talking in Defense,Work Drugs,18,1mFf5d0Owii2vdnUKi3wEg,0.686,0.0384,132.022,0.0299,0.00301,0.0063,0.713,5,218636,-8.347,0.844,0,spotify:track:1mFf5d0Owii2vdnUKi3wEg
582,Permanent High,Work Drugs,13,2n33eI9llLIobw0n5I4tzk,0.739,0.0962,130.027,0.0432,0.356,0.000447,0.551,0,205264,-6.79,0.533,0,spotify:track:2n33eI9llLIobw0n5I4tzk
583,Thousand Palms,Work Drugs,16,3pdotqcqkuj6a9KHj8U4Vp,0.379,0.397,92.03,0.0245,0.0151,0.559,0.575,8,301793,-11.932,0.517,1,spotify:track:3pdotqcqkuj6a9KHj8U4Vp
584,Grace,Work Drugs,18,0gKUUGlm1wH7h61dm8YzZC,0.212,0.0917,126.032,0.0338,0.93,0.0207,0.52,1,188750,-14.365,0.113,0,spotify:track:0gKUUGlm1wH7h61dm8YzZC
585,Cheap Shots,Work Drugs,30,5ZZapsLeScnpFFT76MgU4S,0.79,0.164,115.003,0.0471,0.167,5.64e-05,0.701,0,281250,-4.227,0.743,0,spotify:track:5ZZapsLeScnpFFT76MgU4S
586,Flaunt the Imperfection,Work Drugs,26,3t5D1WM4VXl2nVL8rCYaKN,0.826,0.127,139.074,0.0279,0.15,0.00186,0.639,11,227370,-7.829,0.803,0,spotify:track:3t5D1WM4VXl2nVL8rCYaKN
587,Love Higher,Work Drugs,20,3rX6Fjc5TXX2kryiEkqQ2X,0.541,0.12,80.03,0.0261,0.682,0.00507,0.565,4,240559,-9.376,0.295,0,spotify:track:3rX6Fjc5TXX2kryiEkqQ2X
588,Alternative Facts,Work Drugs,19,5wsQ66t92t1D2e3RjOYeJs,0.547,0.0659,122.993,0.043,0.698,0.000131,0.675,8,226875,-7.591,0.308,1,spotify:track:5wsQ66t92t1D2e3RjOYeJs
589,Giving up the Feeling,Work Drugs,23,4uVCbzJerG0XtlwrWH8Bhn,0.658,0.331,115.995,0.0532,0.12,0.0431,0.866,10,226625,-6.233,0.92,0,spotify:track:4uVCbzJerG0XtlwrWH8Bhn
590,Final Bow,Work Drugs,28,5UzjXXpsbmzYdqjAio3NDn,0.623,0.114,121.991,0.0499,0.412,0.801,0.697,10,276250,-8.691,0.452,1,spotify:track:5UzjXXpsbmzYdqjAio3NDn
591,Falling,HAIM,41,2AZe0ej4oy1qIjbjfwhphQ,0.899,0.0838,111.98,0.0688,0.0792,7.75e-05,0.743,2,257813,-5.675,0.265,1,spotify:track:2AZe0ej4oy1qIjbjfwhphQ
592,Forever,HAIM,44,0ipw45WnRqENWODVGRHlXS,0.867,0.107,118.008,0.0634,0.145,0.000339,0.773,0,245813,-4.595,0.586,1,spotify:track:0ipw45WnRqENWODVGRHlXS
593,If I Could Change Your Mind,HAIM,42,4CME3Tezpe79zKGfHElok8,0.852,0.0865,125.038,0.0425,0.0184,9.91e-05,0.671,2,230467,-5.572,0.737,0,spotify:track:4CME3Tezpe79zKGfHElok8
594,Honey & I,HAIM,37,4bKWnThcRc6jgaJ5BRWlbw,0.814,0.184,159.618,0.0493,0.0932,0.00235,0.44,2,251667,-6.375,0.754,1,spotify:track:4bKWnThcRc6jgaJ5BRWlbw
595,Don't Save Me,HAIM,45,2g92k9vKTmpAUbjvGLA2xq,0.888,0.103,139.971,0.0435,0.0202,1.67e-06,0.678,7,231227,-4.274,0.636,1,spotify:track:2g92k9vKTmpAUbjvGLA2xq
596,Days Are Gone,HAIM,37,4bHG9BbfjobU2C8qrKihiM,0.882,0.0502,119.996,0.0501,0.0039,2.84e-06,0.736,9,213427,-4.751,0.505,0,spotify:track:4bHG9BbfjobU2C8qrKihiM
597,My Song 5,HAIM,36,0QOkEthncrdZ7MjHSizaIN,0.658,0.109,152.425,0.112,0.333,0.0,0.65,11,233133,-5.71,0.862,0,spotify:track:0QOkEthncrdZ7MjHSizaIN
598,Go Slow,HAIM,35,7AKRwTgSV6u5ZPWo9ZG1Wq,0.707,0.0814,145.059,0.0305,0.171,0.00492,0.676,11,257160,-6.835,0.803,0,spotify:track:7AKRwTgSV6u5ZPWo9ZG1Wq
599,Let Me Go,HAIM,34,7vH1mNqYypyslKjHBbvwM9,0.835,0.11,127.873,0.15,0.0237,0.00122,0.397,0,248400,-5.804,0.0903,1,spotify:track:7vH1mNqYypyslKjHBbvwM9
600,Running If You Call My Name,HAIM,34,5hmUsfKGVC4DiNKwyLZ8Aw,0.951,0.0581,134.39,0.0579,0.0247,0.172,0.619,0,244813,-5.363,0.449,1,spotify:track:5hmUsfKGVC4DiNKwyLZ8Aw
601,The Wire,HAIM,43,3h8mGFJU0OSrMGyOSRF5xH,0.614,0.0752,113.823,0.0904,0.0111,3.73e-06,0.729,2,245787,-5.531,0.561,1,spotify:track:3h8mGFJU0OSrMGyOSRF5xH
602,God's Top Ten,INXS,17,0Ze6UKv5hT7hDJgDBwBKvC,0.623,0.111,106.087,0.0349,0.322,0.0184,0.283,4,294827,-9.65,0.223,0,spotify:track:0Ze6UKv5hT7hDJgDBwBKvC
603,Afterglow,INXS,26,71ywOoUEYHoFN8z3lTgzv5,0.505,0.126,104.992,0.0252,0.0849,0.00156,0.503,6,248147,-9.004,0.0846,1,spotify:track:71ywOoUEYHoFN8z3lTgzv5
604,Pretty Vegas,INXS,27,1WJEKezAc7uTAbIZi4zRIA,0.924,0.0766,142.002,0.0566,0.00138,1.87e-05,0.622,5,205413,-4.563,0.646,0,spotify:track:1WJEKezAc7uTAbIZi4zRIA
605,Television Romance,Pale Waves,53,5LlwIpdodfpiWp24aFP3Fz,0.862,0.19,114.964,0.0354,0.000332,9.67e-06,0.516,4,205340,-4.66,0.502,1,spotify:track:5LlwIpdodfpiWp24aFP3Fz
606,Whole Entire,Kim Churchill,12,4GpEnbPVjwHAiaXllJU1qx,0.817,0.171,103.054,0.0415,0.244,0.000967,0.547,0,269773,-7.627,0.535,1,spotify:track:4GpEnbPVjwHAiaXllJU1qx
607,Valkyrie Missile,Angels & Airwaves,16,3rscIdobYoAUb7Eg5seLaP,0.757,0.107,151.02,0.0375,0.00494,0.148,0.497,9,399453,-7.426,0.152,1,spotify:track:3rscIdobYoAUb7Eg5seLaP
608,Distraction (Acoustic),Angels & Airwaves,32,2zZZusWbypEZShCO9XCrDR,0.748,0.0798,89.986,0.0279,0.112,0.000401,0.631,8,304988,-6.663,0.651,0,spotify:track:2zZZusWbypEZShCO9XCrDR
609,The Border,Kim Churchill,11,1BLx7QQyZCidb4QSOnYOWV,0.674,0.166,81.505,0.029,0.234,0.00244,0.566,4,240707,-7.839,0.713,0,spotify:track:1BLx7QQyZCidb4QSOnYOWV
610,You Don't Have To Go,The War On Drugs,47,4LGcYem71ZkfSnEdfvQOV1,0.793,0.0955,134.005,0.0324,0.137,0.185,0.519,4,402880,-7.515,0.664,1,spotify:track:4LGcYem71ZkfSnEdfvQOV1
611,In Chains,The War On Drugs,51,5QSOhaJsSyhPeV7RHCi21L,0.956,0.0848,137.646,0.0705,0.00341,0.414,0.502,11,440733,-4.823,0.627,1,spotify:track:5QSOhaJsSyhPeV7RHCi21L
612,Clean Living,The War On Drugs,48,7CTHlYXGQb2u2iic16tIZc,0.495,0.109,87.271,0.0282,0.262,0.0237,0.382,1,388520,-8.726,0.0634,1,spotify:track:7CTHlYXGQb2u2iic16tIZc
613,Knocked Down,The War On Drugs,57,7GI9upbyDZyExwOtQTCMd1,0.208,0.104,119.632,0.0417,0.795,0.0652,0.404,0,239613,-10.78,0.146,1,spotify:track:7GI9upbyDZyExwOtQTCMd1
614,Nothing To Find,The War On Drugs,53,3bT26KkmTadS215IWgDR7O,0.916,0.274,157.993,0.0514,3.4e-05,0.132,0.326,0,370013,-4.933,0.628,1,spotify:track:3bT26KkmTadS215IWgDR7O
615,Strangest Thing,The War On Drugs,58,413CBplTN03RNZD8H34B6q,0.595,0.111,74.96,0.0345,0.0122,0.00922,0.349,4,401013,-6.129,0.296,1,spotify:track:413CBplTN03RNZD8H34B6q
616,Holding On,The War On Drugs,61,2h5CXy8Pme1lTY3CUAEI1i,0.939,0.0453,150.084,0.0403,0.000611,0.00986,0.444,6,350893,-5.027,0.686,1,spotify:track:2h5CXy8Pme1lTY3CUAEI1i
617,Up All Night,The War On Drugs,54,3U9HrZM2sAZhqdSvZMj2oq,0.886,0.0682,127.007,0.0546,0.149,0.406,0.55,2,383080,-5.25,0.185,1,spotify:track:3U9HrZM2sAZhqdSvZMj2oq
618,Pain,The War On Drugs,62,59P1nrdEImkAKa1nyW9X2e,0.833,0.0841,115.975,0.0405,0.00387,0.000339,0.523,7,330760,-4.374,0.482,0,spotify:track:59P1nrdEImkAKa1nyW9X2e
619,Midnight Emotion,Work Drugs,22,1ekbvYkzM9lKn4JxRsxLQ6,0.812,0.1,106.028,0.0285,0.245,0.00545,0.614,7,232375,-5.112,0.554,0,spotify:track:1ekbvYkzM9lKn4JxRsxLQ6
620,Tradewinds,Work Drugs,23,1XDNFj6w41KBAtMHRiYJy1,0.788,0.0654,139.96,0.0261,0.00682,0.421,0.674,2,228066,-5.936,0.861,0,spotify:track:1XDNFj6w41KBAtMHRiYJy1
621,For the Year,Work Drugs,27,0lKIExKvquTJYOzi9KcmVi,0.501,0.106,111.999,0.0285,0.587,2.03e-05,0.712,9,224000,-8.471,0.501,1,spotify:track:0lKIExKvquTJYOzi9KcmVi
622,Magic in the Night,Work Drugs,25,7c3yNvDZkS4ywh0GtKIeDK,0.765,0.0918,170.05,0.0394,0.0149,0.00109,0.556,10,227672,-3.991,0.571,0,spotify:track:7c3yNvDZkS4ywh0GtKIeDK
623,Who I Want You to Love,Bleachers,39,6ESXCUaK7TTcRuw1GV6RS4,0.377,0.374,165.025,0.0409,0.786,0.557,0.506,9,290587,-12.534,0.239,1,spotify:track:6ESXCUaK7TTcRuw1GV6RS4
624,You're Still a Mystery,Bleachers,46,2jjFo90fZtQrhPNrwRxN0C,0.85,0.297,160.043,0.0538,0.275,0.0057,0.569,4,264853,-6.699,0.792,1,spotify:track:2jjFo90fZtQrhPNrwRxN0C
625,I'm Ready to Move On / Wild Heart Reprise,Bleachers,38,4IOYCzc8zwQhPHjV7vgyhG,0.709,0.35,159.494,0.0696,0.808,0.73,0.487,9,251320,-10.274,0.162,1,spotify:track:4IOYCzc8zwQhPHjV7vgyhG
626,Like a River Runs,Bleachers,44,2imB1AhOL2INWUv2T9Ff6A,0.866,0.0974,119.986,0.0755,0.0139,0.0813,0.56,11,213160,-7.327,0.336,1,spotify:track:2imB1AhOL2INWUv2T9Ff6A
627,Take Me Away,Bleachers,42,0DdJoUPb3VXOZ9zl0vAwHn,0.312,0.0508,120.074,0.0332,0.767,0.00803,0.606,6,150453,-11.43,0.462,0,spotify:track:0DdJoUPb3VXOZ9zl0vAwHn
628,Reckless Love,Bleachers,45,1K8ZuQfhINJkswTTzTG036,0.705,0.111,160.036,0.0775,0.0779,0.0846,0.631,6,181320,-8.612,0.437,0,spotify:track:1K8ZuQfhINJkswTTzTG036
629,Machu Picchu,The Strokes,61,6mVD1SfTvlFAPVi7txFL5H,0.814,0.0601,105.011,0.066,0.0133,0.0984,0.695,1,209627,-5.294,0.882,1,spotify:track:6mVD1SfTvlFAPVi7txFL5H
630,Wake Me,Bleachers,54,6YArGkJUr82ehzRFa2YaRK,0.374,0.217,117.956,0.0459,0.0951,0.0139,0.818,1,163880,-10.666,0.457,0,spotify:track:6YArGkJUr82ehzRFa2YaRK
631,I Wanna Get Better,Bleachers,60,1BwhFXqoIsePt21WyWIttb,0.915,0.218,190.013,0.141,0.00281,3.87e-05,0.446,9,204520,-6.221,0.398,1,spotify:track:1BwhFXqoIsePt21WyWIttb
