,track name,artist,popularity,track id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,valence,mode,uri
1005,Sunday Bloody Sunday,U2,2,4rZB3Ay7jLfn8VX0pI1M7b,0.962,0.0549,100.466,0.0531,0.406,0.00164,0.54,6,281867,-5.703,0.753,1,spotify:track:4rZB3Ay7jLfn8VX0pI1M7b
1006,Pride (In The Name Of Love),U2,1,0RpfVU55mGiJNKEKX0oQ8y,0.876,0.526,105.843,0.0305,0.000892,0.00518,0.457,4,229400,-5.419,0.719,1,spotify:track:0RpfVU55mGiJNKEKX0oQ8y
1007,Grace,U2,35,1ERxZwkfoHM91tdOWVPI78,0.238,0.0966,179.99,0.0299,0.867,0.0241,0.371,0,332773,-16.164,0.329,1,spotify:track:1ERxZwkfoHM91tdOWVPI78
1008,The Ground Beneath Her Feet,U2,37,3Hqw7592X7H3pNh2PKZUBA,0.618,0.0882,173.869,0.0372,0.0262,0.0183,0.403,8,233825,-6.414,0.266,1,spotify:track:3Hqw7592X7H3pNh2PKZUBA
1009,When I Look At The World,U2,37,0sUel4RFYFqMEdsyQdQXg6,0.772,0.364,100.031,0.0261,0.0829,0.0265,0.55,9,257493,-7.177,0.528,1,spotify:track:0sUel4RFYFqMEdsyQdQXg6
1010,Walk On,U2,53,3pUWV5hvXsI9diJ9TeNeCh,0.832,0.153,100.158,0.0265,0.00379,0.00042,0.528,2,296240,-6.461,0.633,1,spotify:track:3pUWV5hvXsI9diJ9TeNeCh
1011,Stuck In A Moment You Can't Get Out Of,U2,56,1klDPm7SfsS32hl7KHV9iy,0.665,0.169,158.493,0.0243,0.407,0.000271,0.526,4,273467,-4.997,0.285,1,spotify:track:1klDPm7SfsS32hl7KHV9iy
1012,Elevation,U2,54,4BC2WQKrZdqMX6rHsvVbUy,0.807,0.0526,110.053,0.0361,0.000974,0.000416,0.578,9,226627,-8.078,0.384,1,spotify:track:4BC2WQKrZdqMX6rHsvVbUy
1013,Beautiful Day,U2,67,0gzqZ9d1jIKo9psEIthwXe,0.928,0.2,136.258,0.0589,0.0154,0.00134,0.536,11,248400,-6.492,0.389,0,spotify:track:0gzqZ9d1jIKo9psEIthwXe
1014,City Of Blinding Lights,U2,4,1F6tJQxkLDojD21hKrEzwJ,0.765,0.111,139.138,0.0301,0.000224,0.0447,0.443,8,347867,-4.104,0.179,1,spotify:track:1F6tJQxkLDojD21hKrEzwJ
1015,Sometimes You Can't Make It On Your Own,U2,2,3EMicyS99F8j49WQmoYMZl,0.591,0.11,96.027,0.0245,0.00275,0.358,0.529,9,308893,-5.61,0.348,1,spotify:track:3EMicyS99F8j49WQmoYMZl
1016,I'll Go Crazy If I Don't Go Crazy Tonight,U2,46,6Bxd6SGnWO0bTWCDYh4ZWk,0.814,0.087,103.056,0.0307,0.00896,1.31e-06,0.515,0,253947,-6.025,0.345,1,spotify:track:6Bxd6SGnWO0bTWCDYh4ZWk
1017,Magnificent,U2,51,6u38x61qv7JBIJD4dqztmm,0.715,0.112,114.973,0.0348,0.00012,0.497,0.529,6,324013,-6.065,0.592,0,spotify:track:6u38x61qv7JBIJD4dqztmm
1018,All I Want Is You,U2,36,2F5tgXiDQ5TiwygBfVDg8O,0.442,0.0738,185.723,0.0308,0.106,0.0411,0.239,1,389933,-11.494,0.4,1,spotify:track:2F5tgXiDQ5TiwygBfVDg8O
1019,Prisoner,Ryan Adams,23,4t221L17yyQfFe7kRluTew,0.789,0.332,103.881,0.0274,0.00171,0.000968,0.542,0,191547,-5.807,0.794,1,spotify:track:4t221L17yyQfFe7kRluTew
1020,Doomsday,Ryan Adams,21,5CHjRntCqmc807uXpDAza3,0.596,0.248,120.993,0.0264,0.00156,0.00904,0.6,10,181840,-5.88,0.538,1,spotify:track:5CHjRntCqmc807uXpDAza3
1021,Haunted House,Ryan Adams,19,6cd2Sn5hmLGsCh9lHq4jBl,0.443,0.152,100.482,0.0255,0.132,0.00061,0.565,5,162307,-8.583,0.42,1,spotify:track:6cd2Sn5hmLGsCh9lHq4jBl
1022,Shiver And Shake,Ryan Adams,30,0ZO74hd5ZUUZ7GslP69sa2,0.393,0.0986,144.019,0.0343,0.742,0.000481,0.375,9,185010,-14.793,0.116,1,spotify:track:0ZO74hd5ZUUZ7GslP69sa2
1023,To Be Without You,Ryan Adams,29,2AYCnwO5TE1rvH9kvN9jyj,0.41,0.135,80.961,0.0325,0.0824,0.455,0.639,10,201507,-10.479,0.576,1,spotify:track:2AYCnwO5TE1rvH9kvN9jyj
1024,Anything I Say To You Now,Ryan Adams,19,1xeWPmYGY7Qe8UdvuXhESH,0.754,0.258,125.297,0.0398,0.000256,0.365,0.508,7,290933,-7.908,0.548,0,spotify:track:1xeWPmYGY7Qe8UdvuXhESH
1025,Breakdown,Ryan Adams,17,3arRfILwXQWmCYFBvLZ7rq,0.537,0.147,150.195,0.0364,0.00286,0.000163,0.438,5,240440,-8.549,0.182,1,spotify:track:3arRfILwXQWmCYFBvLZ7rq
1026,Outbound Train,Ryan Adams,17,5lMiGUbLzDFXJx6aN8TQv6,0.726,0.113,129.282,0.0501,0.166,0.000134,0.515,10,261065,-8.938,0.388,1,spotify:track:5lMiGUbLzDFXJx6aN8TQv6
1027,Broken Anyway,Ryan Adams,17,08SAl2pTctjgRgFTNsr3cy,0.53,0.0958,119.373,0.0558,0.0269,0.00116,0.475,7,177333,-6.845,0.284,0,spotify:track:08SAl2pTctjgRgFTNsr3cy
1028,Tightrope,Ryan Adams,16,1WjlBua1Tl2fECxxC92Qlb,0.381,0.124,119.191,0.0314,0.569,0.000368,0.439,3,236440,-9.448,0.258,1,spotify:track:1WjlBua1Tl2fECxxC92Qlb
1029,We Disappear,Ryan Adams,16,6wOtYoIOjlmkP6HEAF6tl3,0.792,0.181,122.662,0.0512,0.032,8.71e-06,0.471,8,209467,-8.017,0.632,0,spotify:track:6wOtYoIOjlmkP6HEAF6tl3
1030,Electric Love,BØRNS,47,0BRbWiAn3TVprsotudFRvZ,0.804,0.2,120.032,0.0545,0.00431,0.000633,0.611,6,218107,-7.592,0.536,0,spotify:track:0BRbWiAn3TVprsotudFRvZ
1031,The Emotion,BØRNS,29,1K5bw0LkY4CmH285NsBjcd,0.694,0.706,149.988,0.0266,0.202,0.0274,0.423,11,224787,-5.538,0.306,1,spotify:track:1K5bw0LkY4CmH285NsBjcd
1032,American Money,BØRNS,40,1lheEfIE4ZyYmUXvJ7DPAM,0.867,0.113,134.967,0.0859,0.0203,0.00448,0.549,6,260987,-5.225,0.312,0,spotify:track:1lheEfIE4ZyYmUXvJ7DPAM
1033,"10,000 Emerald Pools",BØRNS,41,3W6TDna43DO3l8xOOLFd6b,0.59,0.0937,139.985,0.0413,0.00655,0.000161,0.565,6,174693,-5.536,0.589,1,spotify:track:3W6TDna43DO3l8xOOLFd6b
1034,Fading,Vallis Alps,60,2fKEunM0KZVpVLwlvmVlDZ,0.482,0.119,98.05,0.0464,0.515,0.00553,0.662,9,280055,-9.786,0.294,1,spotify:track:2fKEunM0KZVpVLwlvmVlDZ
1035,A Murder Of One,Counting Crows,13,25zJIhBh4LP6HOhj27wb02,0.615,0.106,116.273,0.0378,0.119,0.00281,0.553,6,342933,-7.433,0.425,1,spotify:track:25zJIhBh4LP6HOhj27wb02
1036,Teenagers & Rituals,Angels & Airwaves,37,2R1Vxf6MWJQsO5Ic8jhnUu,0.956,0.302,146.991,0.0655,0.000811,0.00699,0.517,2,233190,-4.889,0.551,1,spotify:track:2R1Vxf6MWJQsO5Ic8jhnUu
1037,See You When You're 40,Dido,35,4nPSn2hRBj84fAjeLjk5D4,0.467,0.049,177.768,0.0479,0.415,0.00149,0.572,2,320027,-11.185,0.649,1,spotify:track:4nPSn2hRBj84fAjeLjk5D4
1038,Mary's In India,Dido,35,77TATZE6wbYCtThSQGjA2j,0.225,0.123,173.725,0.0415,0.705,0.0,0.506,10,221400,-14.528,0.442,1,spotify:track:77TATZE6wbYCtThSQGjA2j
1039,Life for Rent,Dido,51,7nYS7mmZh0K8EbM8DBRwb9,0.534,0.128,83.021,0.0295,0.19,0.0,0.508,3,221053,-7.263,0.117,1,spotify:track:7nYS7mmZh0K8EbM8DBRwb9
1040,White Flag,Dido,61,6si71supnBUhddjR2FJc2L,0.537,0.0805,170.037,0.0383,0.344,7.26e-06,0.509,5,240040,-6.834,0.315,1,spotify:track:6si71supnBUhddjR2FJc2L
1041,Paralyzed,Angels & Airwaves,37,6FttLhC2LhniLzE9ULfZpV,0.965,0.328,170.033,0.0802,0.000606,0.00886,0.363,9,249765,-4.132,0.38,1,spotify:track:6FttLhC2LhniLzE9ULfZpV
1042,Tunnels,Angels & Airwaves,39,6vrrt392FlKqcbLxH3bxKQ,0.657,0.107,177.91,0.0458,0.00102,0.472,0.443,1,250180,-6.679,0.165,1,spotify:track:6vrrt392FlKqcbLxH3bxKQ
1043,Anomaly,Angels & Airwaves,46,1Ty6bAqMtKQNEuxU7CClQV,0.739,0.127,84.971,0.0312,0.141,0.00189,0.524,9,172533,-8.561,0.288,1,spotify:track:1Ty6bAqMtKQNEuxU7CClQV
1044,Sooner or Later,Various Artists,18,6ogMTX60SOCzjlfM0oehcG,0.374,0.136,88.501,0.0451,0.844,0.0,0.546,7,217667,-7.144,0.503,1,spotify:track:6ogMTX60SOCzjlfM0oehcG
1045,High And Dry,Radiohead,69,5jafMI8FLibnjkYTZ33m0c,0.383,0.0896,87.773,0.0257,0.0718,0.0177,0.418,4,257480,-11.782,0.352,1,spotify:track:5jafMI8FLibnjkYTZ33m0c
1046,Someday,Rob Thomas,48,7uPQU7uKvsZZ7T9XnpBpFg,0.905,0.113,135.943,0.0343,0.0408,0.0,0.573,10,247800,-5.954,0.683,1,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg
1047,Touch of Grey,Various Artists,43,61zY5DkjMbSJriXUsVChjZ,0.882,0.183,151.588,0.0338,0.00506,0.00632,0.521,11,316699,-6.262,0.863,1,spotify:track:61zY5DkjMbSJriXUsVChjZ
1048,3AM,Matchbox Twenty,64,5vYA1mW9g2Coh1HUFUSmlb,0.673,0.12,108.031,0.0284,0.00573,0.0,0.521,8,225947,-8.685,0.543,1,spotify:track:5vYA1mW9g2Coh1HUFUSmlb
1049,Slow Dancing in a Burning Room,John Mayer,75,2jdAk8ATWIL3dwT47XpRfu,0.361,0.0805,134.15,0.0273,0.573,0.00506,0.668,1,242000,-8.69,0.288,0,spotify:track:2jdAk8ATWIL3dwT47XpRfu
1050,Where You Go I Will Follow,The British Expeditionary Force,5,27Py4enNzziacHXAALwIcE,0.707,0.142,124.938,0.0377,0.236,0.609,0.461,10,278063,-8.448,0.365,1,spotify:track:27Py4enNzziacHXAALwIcE
1051,I Know A Place,MUNA,45,4n8df1lKaP8on42bdQJHcz,0.9,0.2,111.991,0.151,0.137,0.0,0.685,5,272813,-4.626,0.779,0,spotify:track:4n8df1lKaP8on42bdQJHcz
1052,Drifting,Andy McKee,36,1KEMFdqpHnQODPxV6Il3rV,0.568,0.0757,127.073,0.0344,0.745,0.712,0.503,2,191933,-7.392,0.745,1,spotify:track:1KEMFdqpHnQODPxV6Il3rV
1053,Watching The Boats With My Dad,Buckethead,31,5PdijRkZTyfn6v05wGuC9U,0.0354,0.11,142.1,0.0465,0.929,0.897,0.464,8,306693,-15.864,0.0388,1,spotify:track:5PdijRkZTyfn6v05wGuC9U
1054,Soothsayer (dedicated to Aunt Suzie),Buckethead,48,5VBwLOZDyDWInNYIUniuZG,0.766,0.159,151.106,0.0398,0.000424,0.838,0.23,10,544800,-3.849,0.226,0,spotify:track:5VBwLOZDyDWInNYIUniuZG
1055,Heavy Leather,The Technicolors,22,6vTgClDIb07kkxK5ug4YLq,0.775,0.635,130.007,0.0559,0.00156,0.0,0.594,9,197629,-6.782,0.487,0,spotify:track:6vTgClDIb07kkxK5ug4YLq
1056,Belief,John Mayer,54,35LDid9nvuYrUyZk5qGD0i,0.734,0.0801,101.348,0.0343,0.033,0.0404,0.664,5,242333,-8.024,0.84,1,spotify:track:35LDid9nvuYrUyZk5qGD0i
1057,XO,John Mayer,69,7cpCU3Denug5NGZsSpQl8v,0.377,0.211,173.67,0.0288,0.749,0.0,0.431,2,213627,-9.753,0.353,1,spotify:track:7cpCU3Denug5NGZsSpQl8v
1058,Padmasana,Buckethead,32,4PVC260ho51c5A5Xz2FTwY,0.252,0.1,82.751,0.031,0.956,0.895,0.567,8,699493,-12.391,0.0749,0,spotify:track:4PVC260ho51c5A5Xz2FTwY
1059,Sketches of Spain,Buckethead,30,1KsJzjyuzc2sCUpT1rt6Xx,0.0801,0.0603,137.867,0.0365,0.943,0.404,0.515,3,244227,-11.332,0.273,0,spotify:track:1KsJzjyuzc2sCUpT1rt6Xx
1060,Binge And Grab (Instrumental Version),Buckethead,24,7A7yUxopnFuZB2UrzMBQDt,0.837,0.0567,136.992,0.0542,0.00815,0.895,0.582,1,317627,-10.772,0.494,0,spotify:track:7A7yUxopnFuZB2UrzMBQDt
1061,Welcome To Bucketheadland,Buckethead,32,4t4OONaqbjmhGtJL2tkxpj,0.832,0.543,140.639,0.13,0.000989,0.725,0.487,2,222133,-10.831,0.483,1,spotify:track:4t4OONaqbjmhGtJL2tkxpj
1062,Mama's Wisdom,Catching Flies,37,08Pf43rcNQz5JkMq4H4gJz,0.729,0.156,121.906,0.0417,0.589,0.896,0.626,4,283887,-8.612,0.147,0,spotify:track:08Pf43rcNQz5JkMq4H4gJz
1063,Feels Like Trouble,The Technicolors,25,3aHkJLIfmxOQjEwxJQYHlO,0.799,0.0988,159.032,0.0471,0.000274,0.0764,0.512,4,249846,-6.749,0.655,1,spotify:track:3aHkJLIfmxOQjEwxJQYHlO
1064,Around U,MUNA,50,7jStM0aMv8WoG91YrrDMbw,0.824,0.105,129.887,0.0376,0.123,0.000311,0.6,8,313253,-6.11,0.244,1,spotify:track:7jStM0aMv8WoG91YrrDMbw
1065,Nonsense (feat. Mark Foster),Madeon,47,71SDRIbBoAGYgvagVL9KRb,0.781,0.306,87.009,0.144,0.0311,0.0,0.543,7,225787,-3.923,0.695,0,spotify:track:71SDRIbBoAGYgvagVL9KRb
1066,Lifted Up (1985),Passion Pit,49,0WjvB0SzNvgmuM46UjcMr8,0.816,0.155,125.033,0.0281,0.014,0.000231,0.568,0,263293,-3.928,0.31,1,spotify:track:0WjvB0SzNvgmuM46UjcMr8
1067,Great Indoors,John Mayer,43,2MCBSxOnkMcVkbaLplGYjX,0.617,0.146,109.956,0.0259,0.0157,4.35e-05,0.591,0,216360,-7.495,0.48,1,spotify:track:2MCBSxOnkMcVkbaLplGYjX
1068,These Girls,Sticky Fingers,61,4iURgDfsolmCJtknzWuyxj,0.585,0.0864,185.392,0.0776,0.327,2e-06,0.358,6,205787,-8.762,0.407,1,spotify:track:4iURgDfsolmCJtknzWuyxj
1069,Cats In The Cradle,Ugly Kid Joe,40,6DzuDDN9q4N29QXWDuQ8sx,0.523,0.0769,74.836,0.0361,0.143,0.0,0.399,8,242173,-9.437,0.436,1,spotify:track:6DzuDDN9q4N29QXWDuQ8sx
1070,Busy Bee,Ugly Kid Joe,14,1LUcFUkLQYwYcx1hj4agE4,0.729,0.277,95.688,0.0417,0.0907,0.0103,0.502,3,250640,-9.033,0.498,1,spotify:track:1LUcFUkLQYwYcx1hj4agE4
1071,Selling The Drama,Live,52,5hE3T2329sdMmIrHxjhQDL,0.914,0.101,124.42,0.0647,0.0106,8.18e-05,0.45,6,208293,-6.741,0.336,1,spotify:track:5hE3T2329sdMmIrHxjhQDL
1072,I Alone,Live,49,7ndelVxF4Y8K6xg8WXUVMV,0.826,0.357,90.67,0.0453,0.00228,0.0042,0.411,6,231733,-7.285,0.0866,1,spotify:track:7ndelVxF4Y8K6xg8WXUVMV
1073,Lightning Crashes,Live,55,5vVmnv4EN3X2VBa5Fo3UFM,0.427,0.174,93.192,0.0438,0.263,8.62e-06,0.391,11,324500,-9.271,0.45,1,spotify:track:5vVmnv4EN3X2VBa5Fo3UFM
1074,I Won't Give Up,Various Artists,0,0zGczsnV2BR2MsG6DLClcP,0.356,0.114,136.585,0.0453,0.69,0.0,0.589,4,240200,-8.303,0.126,1,spotify:track:0zGczsnV2BR2MsG6DLClcP
1075,Hotel California,Swim Deep,17,4m8OIyqnJIjjgLVZ46dIcg,0.905,0.154,113.005,0.0504,0.0646,0.000247,0.447,6,327680,-5.235,0.178,1,spotify:track:4m8OIyqnJIjjgLVZ46dIcg
1076,Wrapped Up In A Carpet,Tribes,8,5UceHIdpiYp6BmyB5cq77b,0.909,0.114,136.513,0.0315,0.0578,0.0,0.527,0,178800,-2.821,0.678,1,spotify:track:5UceHIdpiYp6BmyB5cq77b
1077,Never Heard Of Graceland,Tribes,9,3qgUdSmQ2NWWjKUnvaVoKr,0.768,0.0928,92.544,0.0271,0.0464,0.00256,0.496,0,189547,-4.255,0.451,1,spotify:track:3qgUdSmQ2NWWjKUnvaVoKr
1078,It Never Ends,Tribes,6,1w9dEP2ID3uqgzWFeBNwZH,0.46,0.162,139.843,0.026,0.262,0.0283,0.632,5,204467,-7.679,0.497,1,spotify:track:1w9dEP2ID3uqgzWFeBNwZH
1079,Looking For Shangri-La,Tribes,8,6fHVyAcICT21BKcSBFDcNW,0.659,0.0884,139.023,0.0296,0.156,1.11e-05,0.608,9,179467,-5.607,0.421,1,spotify:track:6fHVyAcICT21BKcSBFDcNW
1080,One Eye Shut,Tribes,7,2rhvYxxSWsamKbAQQJd3TC,0.64,0.0677,129.864,0.0253,0.406,6.38e-05,0.663,11,244133,-4.797,0.331,1,spotify:track:2rhvYxxSWsamKbAQQJd3TC
1081,Englishman On Sunset Boulevard,Tribes,9,5MebzP6Y5GDCerc37yQCTB,0.738,0.196,144.854,0.0273,0.15,0.0,0.494,0,195840,-4.415,0.555,1,spotify:track:5MebzP6Y5GDCerc37yQCTB
1082,Street Dancin',Tribes,6,7GQw9KYdZ84JQkhu6lWabt,0.273,0.176,138.046,0.0323,0.256,0.00736,0.591,1,269080,-10.307,0.178,1,spotify:track:7GQw9KYdZ84JQkhu6lWabt
1083,World Of Wonder,Tribes,6,4yJ2SOWxvA1DOWb5jt8yyO,0.535,0.105,145.268,0.0272,0.0844,0.0,0.462,0,183903,-6.191,0.62,1,spotify:track:4yJ2SOWxvA1DOWb5jt8yyO
1084,Here On Earth,Tribes,5,0uuqhu07oLHMYpBZLPpaS1,0.589,0.0831,75.005,0.0248,0.149,3.43e-05,0.639,10,201412,-5.766,0.362,1,spotify:track:0uuqhu07oLHMYpBZLPpaS1
1085,What's Your Poison,Tribes,5,6iB1DzaLcDod8wMd2bzbs6,0.709,0.308,76.988,0.0278,0.203,0.0,0.587,2,197306,-4.942,0.472,1,spotify:track:6iB1DzaLcDod8wMd2bzbs6
1086,Reincarnate,Tribes,7,4Gvpu3fPeep6SHqUomd6di,0.325,0.0904,88.886,0.0551,0.886,0.0,0.542,3,138586,-8.332,0.428,1,spotify:track:4Gvpu3fPeep6SHqUomd6di
1087,Blind,Tribes,5,3mAYqLs7Q9QDt0lrGDVgv3,0.175,0.952,60.998,0.0358,0.779,0.000485,0.588,3,278493,-11.108,0.229,1,spotify:track:3mAYqLs7Q9QDt0lrGDVgv3
1088,My Sacrifice,Creed,52,7lNxDmqhKTOAlFBPCmkvLc,0.879,0.0808,146.312,0.0506,8.66e-05,1.04e-06,0.318,2,294600,-6.06,0.25,1,spotify:track:7lNxDmqhKTOAlFBPCmkvLc
1089,One Last Breath,Creed,49,623FjLu3438Wk5urTsN4sS,0.702,0.342,125.686,0.036,0.00883,0.00207,0.39,2,238240,-5.825,0.195,1,spotify:track:623FjLu3438Wk5urTsN4sS
1090,With Arms Wide Open - Acoustic Version,Creed,26,1p7hxxdJVLcSuIp7k6kidC,0.715,0.183,140.791,0.0329,0.103,0.0,0.39,7,234667,-6.12,0.209,1,spotify:track:1p7hxxdJVLcSuIp7k6kidC
1091,Higher,Creed,45,7mCRbaZCjHY2soGQPw93cY,0.829,0.227,155.843,0.0355,5.44e-05,9.2e-05,0.46,2,316733,-6.266,0.427,1,spotify:track:7mCRbaZCjHY2soGQPw93cY
1092,Lullaby,Creed,25,20jfOyYBodwfK0ia8gXfyD,0.128,0.0983,92.574,0.0331,0.852,1.54e-06,0.455,2,184267,-13.216,0.254,1,spotify:track:20jfOyYBodwfK0ia8gXfyD
1093,For You,Am Ende eines viel zu kurzen Tages (Original Soundtrack),11,3Z6EToPzjTPI7kLM3Cm3Ng,0.284,0.0862,77.63,0.0356,0.377,0.00208,0.568,9,319533,-10.565,0.119,0,spotify:track:3Z6EToPzjTPI7kLM3Cm3Ng
1094,Heart Beats Slow,Angus & Julia Stone,44,7wzJ9odVQZutCEgkmdNPFQ,0.862,0.224,96.968,0.0245,0.00364,3.89e-05,0.65,5,275720,-6.919,0.474,0,spotify:track:7wzJ9odVQZutCEgkmdNPFQ
1095,Old Pine,Ben Howard,48,0Qw7qGuXlVBZLcfoQ17yZn,0.358,0.168,128.764,0.033,0.458,0.0479,0.419,5,328507,-10.749,0.226,1,spotify:track:0Qw7qGuXlVBZLcfoQ17yZn
1096,Diamonds,Ben Howard,30,6TKhMnW63mUIgu3MW9P580,0.675,0.155,119.946,0.0379,0.0845,0.0109,0.623,7,246773,-10.132,0.235,1,spotify:track:6TKhMnW63mUIgu3MW9P580
1097,The Wolves,Ben Howard,38,3gqP2hxwgi6mb8FhtEe4zU,0.531,0.113,119.159,0.0325,0.312,0.00901,0.496,0,309347,-9.889,0.507,0,spotify:track:3gqP2hxwgi6mb8FhtEe4zU
1098,Everything,Ben Howard,31,0WZ0sCWOXINYNpBtmfyd6C,0.261,0.0497,141.805,0.0521,0.722,0.00126,0.525,3,285507,-16.39,0.341,1,spotify:track:0WZ0sCWOXINYNpBtmfyd6C
1099,Only Love,Ben Howard,54,3MdYFBIzPf7lSJnI8wi3Ka,0.49,0.118,80.305,0.137,0.336,0.00174,0.547,8,249173,-9.891,0.365,1,spotify:track:3MdYFBIzPf7lSJnI8wi3Ka
1100,The Fear,Ben Howard,36,3Ai44VQ9zklXdczSHCUutu,0.575,0.112,125.944,0.0336,0.513,0.0115,0.604,11,260360,-9.578,0.457,1,spotify:track:3Ai44VQ9zklXdczSHCUutu
1101,Keep Your Head Up,Ben Howard,46,0UBUnp3ggZivpFWGQxoSok,0.579,0.111,157.974,0.035,0.47,1.16e-05,0.436,4,264547,-8.968,0.399,0,spotify:track:0UBUnp3ggZivpFWGQxoSok
1102,Black Flies,Ben Howard,36,6zZGFzAUk3g2Uae9fLYlDl,0.35,0.0896,132.063,0.0291,0.412,0.00405,0.573,8,381507,-13.039,0.112,1,spotify:track:6zZGFzAUk3g2Uae9fLYlDl
1103,Gracious,Ben Howard,32,16dLSIZMlfeH0RP6csLjip,0.249,0.0893,77.942,0.0328,0.849,0.000888,0.498,11,297173,-15.414,0.199,0,spotify:track:16dLSIZMlfeH0RP6csLjip
1104,Promise,Ben Howard,43,4q1LP4YcHOIUy8XSqpR8HH,0.184,0.363,147.576,0.0382,0.891,0.492,0.384,2,384080,-15.716,0.2,1,spotify:track:4q1LP4YcHOIUy8XSqpR8HH
1105,7 Bottles,Ben Howard,27,1bYOiJKL6Al3a1hniXSMda,0.173,0.0998,121.808,0.043,0.893,0.227,0.433,3,278800,-14.994,0.0893,1,spotify:track:1bYOiJKL6Al3a1hniXSMda
1106,These Waters,Ben Howard,29,3dnpOdwDKjl5h9dtfx0eBB,0.455,0.114,145.742,0.0317,0.31,0.000589,0.423,10,248000,-9.941,0.35,1,spotify:track:3dnpOdwDKjl5h9dtfx0eBB
1107,Empty Corridors - Live In York/2011,Ben Howard,27,7FGY1Bmg9lwEviwAmVSR1L,0.525,0.703,142.687,0.0421,0.295,0.000512,0.519,4,326067,-9.562,0.262,0,spotify:track:7FGY1Bmg9lwEviwAmVSR1L
1108,Under The Same Sun,Ben Howard,30,5dFjCJjsKvQAVmGHzluAqI,0.578,0.0876,148.429,0.0537,0.182,0.248,0.513,9,286280,-12.151,0.156,0,spotify:track:5dFjCJjsKvQAVmGHzluAqI
1109,Bones,Ben Howard,29,0hQpnTWZHywcGFKxmwsU0X,0.206,0.317,74.836,0.043,0.692,0.0,0.366,0,345747,-12.835,0.158,1,spotify:track:0hQpnTWZHywcGFKxmwsU0X
1110,I Will Be Blessed,Ben Howard,30,4BBFEhlXWJhNvQYT8Ozqq9,0.345,0.398,153.824,0.028,0.719,0.016,0.368,9,331173,-13.275,0.336,0,spotify:track:4BBFEhlXWJhNvQYT8Ozqq9
1111,Move Like You Want - Live In York/2011,Ben Howard,26,5O7plifmVLzQK6PQaoPbTB,0.755,0.969,121.903,0.0379,0.144,0.00277,0.451,6,501133,-8.098,0.604,0,spotify:track:5O7plifmVLzQK6PQaoPbTB
1112,The Wolves - Spotify - Rockfeedback Session,Ben Howard,23,0KR3GXsk021FMod15RZaDD,0.726,0.26,123.115,0.0496,0.641,0.0125,0.612,0,294613,-8.576,0.778,0,spotify:track:0KR3GXsk021FMod15RZaDD
1113,Further Away - Spotify - Rockfeedback Session,Ben Howard,26,6dmeWjx2U5G3o5IlBzllVt,0.348,0.111,152.645,0.0353,0.732,0.0819,0.503,0,271093,-15.054,0.253,1,spotify:track:6dmeWjx2U5G3o5IlBzllVt
1114,Between The Bars,Elliott Smith,58,52Bg6oaos7twR7IUtEpqcE,0.074,0.108,135.298,0.0598,0.929,0.765,0.522,7,141280,-23.625,0.342,0,spotify:track:52Bg6oaos7twR7IUtEpqcE
1115,Right Girl,The Maine,35,6KoY53VMX0yKxCNmEA5bsC,0.921,0.132,88.979,0.0377,0.0282,0.0,0.524,2,216987,-2.417,0.703,1,spotify:track:6KoY53VMX0yKxCNmEA5bsC
1116,Don't Stop Now,The Maine,26,1qbfPdGCYp2x3dBQYvIp12,0.942,0.366,127.023,0.044,0.00482,6.75e-05,0.52,10,216520,-2.067,0.616,1,spotify:track:1qbfPdGCYp2x3dBQYvIp12
1117,Love Yourself,The Maine,32,0gs2xAggzeUIjZuerelvej,0.743,0.101,183.921,0.0377,0.00619,0.0108,0.448,4,293478,-6.246,0.468,1,spotify:track:0gs2xAggzeUIjZuerelvej
1118,Love Me Better,James Blunt,52,5U76HRbnI7CCdmPJF14ykD,0.582,0.0744,89.99,0.0665,0.044,1.38e-05,0.669,9,218530,-7.419,0.492,1,spotify:track:5U76HRbnI7CCdmPJF14ykD
1119,She Moves In Her Own Way,The Kooks,70,5xoUgPXbMNUmoHU0Enwtwq,0.803,0.103,153.315,0.0623,0.239,0.0,0.41,7,169307,-5.363,0.814,1,spotify:track:5xoUgPXbMNUmoHU0Enwtwq
1120,Must Get Out,Maroon 5,32,5moXElxtVvloMsZp5bLUoi,0.532,0.241,97.031,0.0326,0.0543,0.0,0.745,7,239440,-6.636,0.325,1,spotify:track:5moXElxtVvloMsZp5bLUoi
1121,Harder To Breathe,Maroon 5,47,4FDjkgw75Lr0VEx5vOTGCk,0.905,0.0509,149.907,0.0448,0.0525,0.0,0.661,1,173693,-4.739,0.967,0,spotify:track:4FDjkgw75Lr0VEx5vOTGCk
1122,Counting Stars,OneRepublic,65,1QzFhzIOW7CyRJLpmq5CM0,0.705,0.118,121.941,0.0366,0.0596,0.0,0.663,1,257387,-4.945,0.473,0,spotify:track:1QzFhzIOW7CyRJLpmq5CM0
1123,Naive,The Kooks,73,7BHPGtpuuWWsvE7cCaMuEU,0.808,0.149,100.304,0.0892,0.0759,0.0,0.391,8,203507,-6.209,0.737,0,spotify:track:7BHPGtpuuWWsvE7cCaMuEU
